"","Date","Size","AVG(Price)"
"2711","2018-02-23",8.5,135
"2712","2018-02-23",9,133
"2713","2018-02-23",9.5,147
"2714","2018-02-23",10,129
"2715","2018-02-23",10.5,131.5
"2716","2018-02-23",12,130
"2717","2018-02-23",13,134
"2718","2018-02-24",7,158
"2719","2018-02-24",8.5,147
"2720","2018-02-24",9.5,148
"2721","2018-02-24",10,142
"2722","2018-02-24",11,135.75
"2723","2018-02-24",11.5,134
"2724","2018-02-24",12,141
"2725","2018-02-24",13,134
"2726","2018-02-25",7,162.5
"2727","2018-02-25",7.5,170
"2728","2018-02-25",8,165
"2729","2018-02-25",10,141.5
"2730","2018-02-25",10.5,139
"2731","2018-02-25",11,137
"2732","2018-02-25",11.5,134
"2733","2018-02-26",6.5,220
"2734","2018-02-26",7,165
"2735","2018-02-26",9,140.25
"2736","2018-02-26",9.5,150
"2737","2018-02-26",10,138
"2738","2018-02-27",8,150
"2739","2018-02-27",8.5,152.5
"2740","2018-02-27",10.5,137
"2741","2018-02-27",11,137
"2742","2018-02-27",13,125
"2743","2018-02-28",8,139
"2744","2018-02-28",8.5,134
"2745","2018-02-28",9,141
"2746","2018-02-28",9.5,142.333333333333
"2747","2018-02-28",10,142
"2748","2018-02-28",10.5,136.333333333333
"2749","2018-02-28",12,142
"2750","2018-03-01",9,133
"2751","2018-03-01",9.5,130
"2752","2018-03-01",10,131.5
"2753","2018-03-01",10.5,138
"2754","2018-03-01",12,135
"2755","2018-03-01",13,130
"2756","2018-03-02",7,169
"2757","2018-03-02",8,150
"2758","2018-03-02",9,144.5
"2759","2018-03-02",9.5,144.5
"2760","2018-03-02",11,125
"2761","2018-03-02",11.5,130
"2762","2018-03-02",12,145
"2763","2018-03-03",7,169
"2764","2018-03-03",8.5,130
"2765","2018-03-03",9,144
"2766","2018-03-03",9.5,126
"2767","2018-03-03",10,130.5
"2768","2018-03-03",10.5,140
"2769","2018-03-03",11,128.5
"2770","2018-03-04",7,165
"2771","2018-03-04",8,139.5
"2772","2018-03-04",9,144
"2773","2018-03-04",9.5,134.5
"2774","2018-03-04",10,135
"2775","2018-03-04",11,137.333333333333
"2776","2018-03-04",13,135
"2777","2018-03-05",7.5,170
"2778","2018-03-05",8,146
"2779","2018-03-05",9,144
"2780","2018-03-05",10.5,139
"2781","2018-03-06",7,156
"2782","2018-03-06",7.5,161
"2783","2018-03-06",8.5,154
"2784","2018-03-06",9,134.5
"2785","2018-03-06",9.5,143.5
"2786","2018-03-06",10,141.5
"2787","2018-03-06",11,135
"2788","2018-03-07",7,175
"2789","2018-03-07",8,147
"2790","2018-03-07",9.5,144
"2791","2018-03-07",10,142
"2792","2018-03-07",10.5,128
"2793","2018-03-08",7,169
"2794","2018-03-08",8,148
"2795","2018-03-08",9.5,144
"2796","2018-03-08",10,141
"2797","2018-03-08",10.5,134.5
"2798","2018-03-08",11,137
"2799","2018-03-08",13,134
"2800","2018-03-09",8,153.333333333333
"2801","2018-03-09",10,142
"2802","2018-03-09",11,138
"2803","2018-03-09",12.5,161
"2804","2018-03-09",13,128
"2805","2018-03-10",9,141
"2806","2018-03-10",9.5,144
"2807","2018-03-10",10.5,140
"2808","2018-03-10",11.5,134.5
"2809","2018-03-11",8,155
"2810","2018-03-11",9,135
"2811","2018-03-11",9.5,144
"2812","2018-03-11",10,141
"2813","2018-03-11",10.5,140
"2814","2018-03-11",11.5,141
"2815","2018-03-11",13,130
"2816","2018-03-12",7,178
"2817","2018-03-12",7.5,172
"2818","2018-03-12",8,155
"2819","2018-03-12",9.5,144
"2820","2018-03-12",10.5,142
"2821","2018-03-12",11.5,144
"2822","2018-03-13",8,144
"2823","2018-03-13",8.5,138
"2824","2018-03-13",9.5,142
"2825","2018-03-13",10.5,143
"2826","2018-03-13",11,140
"2827","2018-03-13",11.5,144
"2828","2018-03-13",13,134
"2829","2018-03-14",8,155
"2830","2018-03-14",9,143
"2831","2018-03-14",10,141
"2832","2018-03-15",7,180
"2833","2018-03-15",10.5,140
"2834","2018-03-15",11,144.5
"2835","2018-03-15",12,131
"2836","2018-03-16",7.5,176
"2837","2018-03-16",10,141.75
"2838","2018-03-16",10.5,143
"2839","2018-03-16",11,145.666666666667
"2840","2018-03-17",7.5,169.5
"2841","2018-03-17",8,155
"2842","2018-03-17",9,143.5
"2843","2018-03-17",11.5,139
"2844","2018-03-17",12,137
"2845","2018-03-18",9.5,137
"2846","2018-03-18",10,141
"2847","2018-03-18",10.5,141.5
"2848","2018-03-18",11.5,144
"2849","2018-03-19",7.5,171
"2850","2018-03-19",9,145
"2851","2018-03-19",11,146
"2852","2018-03-19",11.5,145
"2853","2018-03-19",13,134
"2854","2018-03-20",7.5,175
"2855","2018-03-20",9,125.5
"2856","2018-03-20",10,136
"2857","2018-03-20",10.5,129
"2858","2018-03-20",11.5,122
"2859","2018-03-20",12,120
"2860","2018-03-21",8.5,157.5
"2861","2018-03-21",9,149
"2862","2018-03-21",9.5,143
"2863","2018-03-21",10,139
"2864","2018-03-21",10.5,138
"2865","2018-03-22",8,155
"2866","2018-03-22",8.5,150
"2867","2018-03-22",9.5,143
"2868","2018-03-22",10,142
"2869","2018-03-22",10.5,142
"2870","2018-03-22",11,147
"2871","2018-03-22",11.5,140
"2872","2018-03-22",12,151
"2873","2018-03-23",8,158
"2874","2018-03-23",8.5,150.5
"2875","2018-03-23",10,144
"2876","2018-03-23",10.5,135
"2877","2018-03-23",11,148
"2878","2018-03-24",8,160
"2879","2018-03-24",8.5,149
"2880","2018-03-24",9,145
"2881","2018-03-24",9.5,144
"2882","2018-03-24",10.5,142
"2883","2018-03-24",13,135
"2884","2018-03-25",8.5,147
"2885","2018-03-25",9,138
"2886","2018-03-25",10,150
"2887","2018-03-25",10.5,115
"2888","2018-03-25",11,148.5
"2889","2018-03-25",12,130
"2890","2018-03-26",8.5,154
"2891","2018-03-26",9,144
"2892","2018-03-26",9.5,144
"2893","2018-03-26",10,149
"2894","2018-03-26",10.5,143
"2895","2018-03-26",13,135
"2896","2018-03-27",8,160
"2897","2018-03-27",9,144
"2898","2018-03-27",9.5,144
"2899","2018-03-27",10,150
"2900","2018-03-27",11,150
"2901","2018-03-27",12,139
"2902","2018-03-27",13,134
"2903","2018-03-28",9,140
"2904","2018-03-29",8.5,142
"2905","2018-03-29",9,141
"2906","2018-03-29",10,149
"2907","2018-03-29",10.5,143
"2908","2018-03-29",11.5,140
"2909","2018-03-29",13,135
"2910","2018-03-30",8.5,140
"2911","2018-03-30",10.5,143
"2912","2018-03-30",11,150
"2913","2018-03-30",13,135
"2914","2018-03-31",7,200
"2915","2018-03-31",9,142
"2916","2018-03-31",10,146
"2917","2018-03-31",13,135
"2918","2018-04-01",8,163.5
"2919","2018-04-01",9.5,131
"2920","2018-04-01",10,157
"2921","2018-04-01",11,145.5
"2922","2018-04-01",12,145
"2923","2018-04-02",8.5,155
"2924","2018-04-02",10.5,142
"2925","2018-04-03",8,150
"2926","2018-04-03",9,125
"2927","2018-04-03",9.5,147
"2928","2018-04-03",10.5,138
"2929","2018-04-03",12,141
"2930","2018-04-03",13,135
"2931","2018-04-04",8,162.5
"2932","2018-04-04",10,150
"2933","2018-04-04",11,135
"2934","2018-04-04",12,140
"2935","2018-04-05",8.5,155
"2936","2018-04-05",10.5,143
"2937","2018-04-05",11,155
"2938","2018-04-05",13,136
"2939","2018-04-06",8.5,157
"2940","2018-04-06",9,125
"2941","2018-04-06",11,148.5
"2942","2018-04-07",8.5,180
"2943","2018-04-07",9.5,150
"2944","2018-04-07",12,145
"2945","2018-04-07",13,137
"2946","2018-04-08",7,220
"2947","2018-04-08",9,135
"2948","2018-04-08",10.5,143
"2949","2018-04-08",12,147
"2950","2018-04-09",10,155
"2951","2018-04-09",10.5,140.666666666667
"2952","2018-04-09",11.5,140
"2953","2018-04-09",13,139
"2954","2018-04-10",8.5,140.5
"2955","2018-04-10",10,151.5
"2956","2018-04-10",10.5,143
"2957","2018-04-10",11.5,140
"2958","2018-04-10",13,139
"2959","2018-04-11",7.5,175
"2960","2018-04-11",9,141.5
"2961","2018-04-11",9.5,143.333333333333
"2962","2018-04-11",11.5,130
"2963","2018-04-11",12,152
"2964","2018-04-12",5.5,350
"2965","2018-04-12",9,146
"2966","2018-04-12",9.5,149
"2967","2018-04-12",10.5,143
"2968","2018-04-12",11,150
"2969","2018-04-12",12,129
"2970","2018-04-13",8.5,127
"2971","2018-04-13",12,155
"2972","2018-04-14",7,195
"2973","2018-04-14",8.5,140
"2974","2018-04-14",9,145
"2975","2018-04-14",9.5,137.5
"2976","2018-04-14",10.5,143
"2977","2018-04-14",11.5,139
"2978","2018-04-15",8.5,135
"2979","2018-04-15",9,150
"2980","2018-04-15",9.5,147.75
"2981","2018-04-15",10.5,142
"2982","2018-04-15",11.5,144
"2983","2018-04-16",9,150
"2984","2018-04-16",10.5,143
"2985","2018-04-16",11,155
"2986","2018-04-16",12,160
"2987","2018-04-17",10,158
"2988","2018-04-17",11,157.5
"2989","2018-04-18",8,165
"2990","2018-04-18",10,140
"2991","2018-04-19",8,165
"2992","2018-04-19",8.5,145
"2993","2018-04-19",9,146
"2994","2018-04-19",9.5,150
"2995","2018-04-19",10,145
"2996","2018-04-19",10.5,142
"2997","2018-04-20",9,145
"2998","2018-04-20",9.5,150
"2999","2018-04-21",7.5,188
"3000","2018-04-22",8,170
"3001","2018-04-22",9,146
"3002","2018-04-22",9.5,151
"3003","2018-04-22",10,160
"3004","2018-04-22",10.5,142
"3005","2018-04-23",8.5,145
"3006","2018-04-23",11,160
"3007","2018-04-23",13,137
"3008","2018-04-24",8,170
"3009","2018-04-24",11,159
"3010","2018-04-25",9.5,155
"3011","2018-04-25",10.5,142
"3012","2018-04-25",11,160
"3013","2018-04-25",11.5,150
"3014","2018-04-26",9,149
"3015","2018-04-26",10,160
"3016","2018-04-26",10.5,140
"3017","2018-04-26",11,160
"3018","2018-04-26",11.5,154.5
"3019","2018-04-26",12,153
"3020","2018-04-27",8.5,159
"3021","2018-04-27",9.5,149.5
"3022","2018-04-27",10,161
"3023","2018-04-27",11,160
"3024","2018-04-27",11.5,159
"3025","2018-04-28",8.5,150
"3026","2018-04-28",9,140
"3027","2018-04-28",9.5,155
"3028","2018-04-28",13,138
"3029","2018-04-29",10,162
"3030","2018-04-30",7,180
"3031","2018-04-30",9.5,145
"3032","2018-04-30",10,140
"3033","2018-04-30",10.5,141
"3034","2018-04-30",11,139
"3035","2018-04-30",12,140
"3036","2018-05-01",8,150
"3037","2018-05-01",8.5,155
"3038","2018-05-01",9,139.5
"3039","2018-05-01",9.5,140
"3040","2018-05-01",10,140
"3041","2018-05-01",12,159
"3042","2018-05-02",9,145.5
"3043","2018-05-02",10.5,132
"3044","2018-05-02",13,112
"3045","2018-05-03",7,170
"3046","2018-05-03",8.5,146
"3047","2018-05-03",9,147
"3048","2018-05-03",10,158
"3049","2018-05-03",10.5,140
"3050","2018-05-03",13,136
"3051","2018-05-04",9,145.75
"3052","2018-05-04",9.5,141
"3053","2018-05-05",8.5,129.666666666667
"3054","2018-05-05",9,154
"3055","2018-05-05",9.5,132
"3056","2018-05-05",10.5,122.5
"3057","2018-05-06",8.5,130
"3058","2018-05-06",9,139.333333333333
"3059","2018-05-06",9.5,127
"3060","2018-05-06",10,146.25
"3061","2018-05-06",10.5,118.5
"3062","2018-05-07",8,150
"3063","2018-05-07",8.5,130
"3064","2018-05-07",9,130
"3065","2018-05-07",9.5,116.5
"3066","2018-05-07",10,162
"3067","2018-05-07",10.5,111.75
"3068","2018-05-07",11,145
"3069","2018-05-08",7,175
"3070","2018-05-08",8.5,129
"3071","2018-05-08",9,135
"3072","2018-05-08",9.5,117.5
"3073","2018-05-08",10.5,114
"3074","2018-05-08",11.5,145
"3075","2018-05-08",12,120
"3076","2018-05-08",13,136
"3077","2018-05-09",8.5,137.5
"3078","2018-05-09",9.5,120.5
"3079","2018-05-09",10.5,114
"3080","2018-05-09",11.5,144
"3081","2018-05-10",9.5,117.333333333333
"3082","2018-05-10",10,160
"3083","2018-05-10",10.5,120.5
"3084","2018-05-10",11,156
"3085","2018-05-11",8,145
"3086","2018-05-11",9.5,118
"3087","2018-05-11",10.5,119
"3088","2018-05-11",11,140
"3089","2018-05-11",13,121
"3090","2018-05-12",9,122
"3091","2018-05-12",12,145
"3092","2018-05-13",8.5,140
"3093","2018-05-13",10,162
"3094","2018-05-13",10.5,115
"3095","2018-05-13",13,134
"3096","2018-05-14",9,134
"3097","2018-05-14",9.5,125
"3098","2018-05-14",10.5,129
"3099","2018-05-14",11.5,130
"3100","2018-05-15",7.5,219
"3101","2018-05-15",9,136
"3102","2018-05-15",9.5,148
"3103","2018-05-15",10.5,122.666666666667
"3104","2018-05-15",11,155
"3105","2018-05-15",11.5,124
"3106","2018-05-15",13,130
"3107","2018-05-16",13,137
"3108","2018-05-17",8,169
"3109","2018-05-17",10,163
"3110","2018-05-17",10.5,117
"3111","2018-05-18",8.5,163
"3112","2018-05-18",9,136
"3113","2018-05-18",9.5,139
"3114","2018-05-18",10,165
"3115","2018-05-18",10.5,125
"3116","2018-05-18",11,160
"3117","2018-05-19",7,170
"3118","2018-05-19",9.5,139.5
"3119","2018-05-19",10.5,124.333333333333
"3120","2018-05-19",11,147
"3121","2018-05-19",13,155
"3122","2018-05-20",7,175
"3123","2018-05-20",8,169
"3124","2018-05-20",10,170
"3125","2018-05-20",10.5,125
"3126","2018-05-20",11,157.666666666667
"3127","2018-05-20",11.5,145
"3128","2018-05-20",13,150
"3129","2018-05-21",10.5,133.5
"3130","2018-05-21",11.5,150
"3131","2018-05-22",9,139
"3132","2018-05-22",9.5,128
"3133","2018-05-22",13,135
"3134","2018-05-23",7,178
"3135","2018-05-23",8.5,150
"3136","2018-05-23",13,150
"3137","2018-05-24",8.5,137.5
"3138","2018-05-24",9.5,140.666666666667
"3139","2018-05-24",10.5,138
"3140","2018-05-24",11,142
"3141","2018-05-24",13,142.5
"3142","2018-05-25",9,149
"3143","2018-05-25",10.5,137
"3144","2018-05-25",11,149
"3145","2018-05-25",11.5,148
"3146","2018-05-26",7,188
"3147","2018-05-26",10.5,139
"3148","2018-05-26",13,145
"3149","2018-05-27",9.5,140
"3150","2018-05-27",10,158
"3151","2018-05-27",10.5,139
"3152","2018-05-28",8.5,128
"3153","2018-05-28",9.5,135
"3154","2018-05-28",11,160
"3155","2018-05-29",8,165
"3156","2018-05-29",8.5,135
"3157","2018-05-29",9.5,149
"3158","2018-05-29",10.5,139
"3159","2018-05-29",11.5,130
"3160","2018-05-29",13,145
"3161","2018-05-30",8,159.5
"3162","2018-05-30",9,130
"3163","2018-05-30",9.5,137
"3164","2018-05-30",10,135.333333333333
"3165","2018-05-30",10.5,122
"3166","2018-05-30",13,140
"3167","2018-05-31",9,144
"3168","2018-05-31",9.5,131
"3169","2018-05-31",11.5,140
"3170","2018-05-31",12,144
"3171","2018-06-01",7,170
"3172","2018-06-01",8,154
"3173","2018-06-02",7,195
"3174","2018-06-02",8,159
"3175","2018-06-02",8.5,145
"3176","2018-06-02",9,145
"3177","2018-06-02",9.5,128
"3178","2018-06-02",10.5,125
"3179","2018-06-02",11.5,132
"3180","2018-06-03",8.5,136.5
"3181","2018-06-03",10,153
"3182","2018-06-04",4.5,300
"3183","2018-06-04",9,149
"3184","2018-06-04",9.5,152
"3185","2018-06-04",10,154
"3186","2018-06-04",11.5,135
"3187","2018-06-04",12,144
"3188","2018-06-05",9,150
"3189","2018-06-05",10.5,138.5
"3190","2018-06-05",11.5,130
"3191","2018-06-06",8.5,143.5
"3192","2018-06-06",9,146.666666666667
"3193","2018-06-06",9.5,137
"3194","2018-06-06",11.5,125
"3195","2018-06-06",12,135
"3196","2018-06-06",13,150
"3197","2018-06-07",6.5,215
"3198","2018-06-07",7,162
"3199","2018-06-07",8,170
"3200","2018-06-07",9,150
"3201","2018-06-07",9.5,127
"3202","2018-06-07",11.5,149
"3203","2018-06-08",10,154
"3204","2018-06-08",10.5,135
"3205","2018-06-09",8.5,158
"3206","2018-06-09",9.5,150
"3207","2018-06-09",10.5,120
"3208","2018-06-09",12,134.25
"3209","2018-06-09",13,140
"3210","2018-06-10",8,155
"3211","2018-06-10",9,134
"3212","2018-06-10",12,142
"3213","2018-06-10",13,135
"3214","2018-06-11",8,152
"3215","2018-06-11",8.5,150
"3216","2018-06-11",9,134
"3217","2018-06-11",9.5,126
"3218","2018-06-11",10,154
"3219","2018-06-11",10.5,133
"3220","2018-06-11",11,150
"3221","2018-06-11",11.5,130
"3222","2018-06-12",7,170
"3223","2018-06-12",8.5,132
"3224","2018-06-12",9.5,150
"3225","2018-06-12",10.5,135
"3226","2018-06-12",11.5,149
"3227","2018-06-13",8,170
"3228","2018-06-13",9.5,152
"3229","2018-06-13",10.5,115
"3230","2018-06-13",13,132.5
"3231","2018-06-14",8,168
"3232","2018-06-14",9,135
"3233","2018-06-14",9.5,150
"3234","2018-06-14",10.5,135.5
"3235","2018-06-14",13,121
"3236","2018-06-15",7,167.5
"3237","2018-06-15",8,168
"3238","2018-06-15",8.5,158
"3239","2018-06-15",9,149
"3240","2018-06-15",10.5,136.5
"3241","2018-06-15",11,149
"3242","2018-06-15",11.5,135
"3243","2018-06-15",13,144
"3244","2018-06-16",8,172
"3245","2018-06-16",8.5,158
"3246","2018-06-16",9.5,150
"3247","2018-06-16",10,128
"3248","2018-06-16",10.5,125
"3249","2018-06-16",11.5,160
"3250","2018-06-17",12,143
"3251","2018-06-18",7,185
"3252","2018-06-18",9.5,150
"3253","2018-06-18",10.5,132.333333333333
"3254","2018-06-18",12,145
"3255","2018-06-19",7,240
"3256","2018-06-19",9,147.333333333333
"3257","2018-06-19",11,147
"3258","2018-06-20",10.5,139
"3259","2018-06-20",11,140
"3260","2018-06-21",9,141
"3261","2018-06-21",11,148.5
"3262","2018-06-22",8,173
"3263","2018-06-22",8.5,147
"3264","2018-06-22",9.5,142.5
"3265","2018-06-22",10.5,131.5
"3266","2018-06-22",11,151
"3267","2018-06-23",11,150
"3268","2018-06-23",12,125
"3269","2018-06-24",9,145.5
"3270","2018-06-24",10.5,132
"3271","2018-06-25",9,135
"3272","2018-06-25",9.5,140
"3273","2018-06-25",10.5,132
"3274","2018-06-26",8,165
"3275","2018-06-26",9.5,154
"3276","2018-06-27",8.5,160
"3277","2018-06-27",10.5,135
"3278","2018-06-28",9,146
"3279","2018-06-28",10.5,128
"3280","2018-06-29",8,162
"3281","2018-06-29",9,145
"3282","2018-06-29",11,130
"3283","2018-06-30",8.5,156
"3284","2018-06-30",9.5,149
"3285","2018-06-30",10,148
"3286","2018-06-30",10.5,135
"3287","2018-06-30",11,150
"3288","2018-06-30",11.5,149
"3289","2018-07-01",7.5,199
"3290","2018-07-01",10,148
"3291","2018-07-01",11.5,149
"3292","2018-07-02",8,170
"3293","2018-07-02",9.5,142.5
"3294","2018-07-02",11.5,150
"3295","2018-07-03",8.5,150
"3296","2018-07-03",10.5,137
"3297","2018-07-04",9,146
"3298","2018-07-04",13,139
"3299","2018-07-05",9,136.5
"3300","2018-07-05",10.5,135
"3301","2018-07-05",11.5,141
"3302","2018-07-06",8,159.5
"3303","2018-07-06",8.5,160
"3304","2018-07-06",9.5,145
"3305","2018-07-06",10.5,143
"3306","2018-07-06",11.5,165
"3307","2018-07-06",13,125
"3308","2018-07-07",9,131
"3309","2018-07-07",10,135.5
"3310","2018-07-07",12.5,250
"3311","2018-07-08",7.5,212
"3312","2018-07-08",9.5,145
"3313","2018-07-08",11,149
"3314","2018-07-09",9.5,150
"3315","2018-07-09",10.5,125.5
"3316","2018-07-09",12,122.5
"3317","2018-07-10",4.5,299
"3318","2018-07-10",8.5,165
"3319","2018-07-10",11.5,146
"3320","2018-07-10",12,145
"3321","2018-07-11",8.5,160
"3322","2018-07-11",9,149
"3323","2018-07-11",10,131
"3324","2018-07-12",8,165
"3325","2018-07-12",9,152
"3326","2018-07-12",10,147
"3327","2018-07-13",9.5,138.5
"3328","2018-07-13",10.5,121
"3329","2018-07-13",12,130
"3330","2018-07-14",8,169
"3331","2018-07-14",8.5,165
"3332","2018-07-14",10.5,144
"3333","2018-07-14",11,145
"3334","2018-07-14",12,140
"3335","2018-07-15",9.5,153
"3336","2018-07-15",11,155
"3337","2018-07-16",8.5,160
"3338","2018-07-16",12,145
"3339","2018-07-17",9,152
"3340","2018-07-17",10,174
"3341","2018-07-17",13,144
"3342","2018-07-18",13,130
"3343","2018-07-19",9,155
"3344","2018-07-19",11.5,155
"3345","2018-07-20",8,165
"3346","2018-07-20",9.5,155
"3347","2018-07-20",10.5,135
"3348","2018-07-21",9.5,160
"3349","2018-07-21",10,132
"3350","2018-07-21",10.5,120
"3351","2018-07-21",11,150
"3352","2018-07-22",7.5,200
"3353","2018-07-22",10.5,115
"3354","2018-07-23",9,155
"3355","2018-07-23",9.5,165
"3356","2018-07-23",11.5,155
"3357","2018-07-24",8,172
"3358","2018-07-24",8.5,148
"3359","2018-07-24",9.5,157.5
"3360","2018-07-24",13,136
"3361","2018-07-25",9,158
"3362","2018-07-25",10,147.5
"3363","2018-07-25",10.5,135.333333333333
"3364","2018-07-26",8,182
"3365","2018-07-26",9,159
"3366","2018-07-26",9.5,165
"3367","2018-07-26",10.5,138
"3368","2018-07-26",11.5,151.5
"3369","2018-07-26",12,135
"3370","2018-07-26",13,145
"3371","2018-07-27",8.5,162
"3372","2018-07-27",10.5,140
"3373","2018-07-27",11,145
"3374","2018-07-29",9,160
"3375","2018-07-29",10.5,133
"3376","2018-07-29",11,155
"3377","2018-07-29",11.5,154
"3378","2018-07-30",6.5,215
"3379","2018-07-30",8,189
"3380","2018-07-30",8.5,163
"3381","2018-07-30",9,160
"3382","2018-07-30",9.5,170
"3383","2018-07-30",10,175
"3384","2018-07-30",10.5,132.5
"3385","2018-07-30",12,140
"3386","2018-07-31",8.5,165
"3387","2018-07-31",11.5,150
"3388","2018-07-31",13,160
"3389","2018-08-01",11,160
"3390","2018-08-01",11.5,132
"3391","2018-08-02",10.5,143.5
"3392","2018-08-03",8,168
"3393","2018-08-03",8.5,140
"3394","2018-08-03",10.5,147
"3395","2018-08-04",10.5,151
"3396","2018-08-05",10,135
"3397","2018-08-05",10.5,158
"3398","2018-08-05",11.5,155
"3399","2018-08-06",10,145
"3400","2018-08-06",10.5,158
"3401","2018-08-07",8,190
"3402","2018-08-07",9,165
"3403","2018-08-07",9.5,165
"3404","2018-08-07",10.5,145
"3405","2018-08-07",11,165
"3406","2018-08-07",12,140
"3407","2018-08-08",8.5,169
"3408","2018-08-08",9,140
"3409","2018-08-08",11.5,150
"3410","2018-08-08",12,130
"3411","2018-08-09",10,160
"3412","2018-08-09",11,141
"3413","2018-08-10",8.5,174.666666666667
"3414","2018-08-10",9,140
"3415","2018-08-10",9.5,170
"3416","2018-08-10",10,194
"3417","2018-08-10",10.5,158
"3418","2018-08-10",13,145
"3419","2018-08-11",8,195
"3420","2018-08-11",10.5,159
"3421","2018-08-11",11.5,145
"3422","2018-08-12",8,209
"3423","2018-08-12",9,166
"3424","2018-08-12",9.5,170
"3425","2018-08-12",10,170
"3426","2018-08-12",10.5,164
"3427","2018-08-13",9.5,175
"3428","2018-08-13",10.5,165
"3429","2018-08-14",8,140
"3430","2018-08-14",9.5,175
"3431","2018-08-14",13,155
"3432","2018-08-15",8.5,139
"3433","2018-08-15",10,160
"3434","2018-08-15",10.5,150
"3435","2018-08-16",8.5,180
"3436","2018-08-16",10.5,147
"3437","2018-08-16",12,142.5
"3438","2018-08-17",9,157.5
"3439","2018-08-17",9.5,165
"3440","2018-08-17",11,147
"3441","2018-08-18",9.5,182.5
"3442","2018-08-18",10.5,147
"3443","2018-08-18",11,146
"3444","2018-08-18",12,152.5
"3445","2018-08-19",8.5,190
"3446","2018-08-19",10,180
"3447","2018-08-19",11,147
"3448","2018-08-20",11.5,155
"3449","2018-08-21",8,255
"3450","2018-08-21",9,149
"3451","2018-08-21",10.5,164.333333333333
"3452","2018-08-21",11,145
"3453","2018-08-22",9,170
"3454","2018-08-22",10,194
"3455","2018-08-22",10.5,168
"3456","2018-08-22",11.5,164
"3457","2018-08-23",9,153.5
"3458","2018-08-23",10.5,168
"3459","2018-08-23",13,150
"3460","2018-08-24",8.5,190
"3461","2018-08-24",9,174
"3462","2018-08-24",10.5,165
"3463","2018-08-24",13,159.5
"3464","2018-08-25",8.5,160
"3465","2018-08-25",9,160
"3466","2018-08-25",9.5,150
"3467","2018-08-25",10.5,140
"3468","2018-08-25",12,137
"3469","2018-08-25",13,164.5
"3470","2018-08-26",7.5,171
"3471","2018-08-27",10.5,162.5
"3472","2018-08-27",12,144
"3473","2018-08-28",10,195
"3474","2018-08-28",12,144
"3475","2018-08-29",9,155
"3476","2018-08-29",9.5,150
"3477","2018-08-29",11,153
"3478","2018-08-29",12,144.5
"3479","2018-08-30",8.5,140
"3480","2018-08-30",10,195
"3481","2018-08-30",10.5,175
"3482","2018-08-30",11.5,160
"3483","2018-08-30",13,170
"3484","2018-08-31",8.5,175
"3485","2018-08-31",9,140
"3486","2018-08-31",10,160
"3487","2018-08-31",11,150
"3488","2018-08-31",11.5,189
"3489","2018-09-01",9,140
"3490","2018-09-01",9.5,165
"3491","2018-09-01",12,147
"3492","2018-09-02",12,152.333333333333
"3493","2018-09-03",8.5,177
"3494","2018-09-03",9,170
"3495","2018-09-03",10,177
"3496","2018-09-04",12,115
"3497","2018-09-05",7.5,150
"3498","2018-09-05",8.5,180
"3499","2018-09-05",10.5,150
"3500","2018-09-05",11,140
"3501","2018-09-05",12,158
"3502","2018-09-05",13,135
"3503","2018-09-06",8,175
"3504","2018-09-06",9,150
"3505","2018-09-06",10.5,150
"3506","2018-09-08",9.5,175
"3507","2018-09-08",10.5,141.666666666667
"3508","2018-09-08",11,150
"3509","2018-09-08",13,135
"3510","2018-09-09",10,155
"3511","2018-09-09",12,140
"3512","2018-09-10",8.5,163.5
"3513","2018-09-10",9,153
"3514","2018-09-10",9.5,150
"3515","2018-09-10",12,148
"3516","2018-09-11",8.5,140
"3517","2018-09-11",10.5,127.5
"3518","2018-09-12",10,177
"3519","2018-09-13",11,151
"3520","2018-09-13",13,130
"3521","2018-09-14",9,171.5
"3522","2018-09-14",11,168
"3523","2018-09-14",13,135
"3524","2018-09-15",9.5,195
"3525","2018-09-16",9,165
"3526","2018-09-16",9.5,190
"3527","2018-09-17",8,150
"3528","2018-09-17",9,140
"3529","2018-09-17",10,152
"3530","2018-09-17",10.5,150
"3531","2018-09-17",11,165
"3532","2018-09-17",12,90
"3533","2018-09-17",13,90
"3534","2018-09-18",8,190
"3535","2018-09-18",9,143.5
"3536","2018-09-18",9.5,190
"3537","2018-09-18",10,150
"3538","2018-09-18",12,145
"3539","2018-09-19",8,185
"3540","2018-09-19",8.5,140
"3541","2018-09-19",9,145
"3542","2018-09-19",9.5,150
"3543","2018-09-19",11,169
"3544","2018-09-19",12,150
"3545","2018-09-20",5,219
"3546","2018-09-20",9,125
"3547","2018-09-20",10,145
"3548","2018-09-21",9.5,160
"3549","2018-09-21",10,160
"3550","2018-09-21",13,130
"3551","2018-09-22",7,180
"3552","2018-09-22",9,132.5
"3553","2018-09-22",10,178
"3554","2018-09-23",11.5,168
"3555","2018-09-24",8.5,140
"3556","2018-09-25",9.5,165
"3557","2018-09-26",9.5,140
"3558","2018-09-26",10,136
"3559","2018-09-26",10.5,130
"3560","2018-09-26",12.5,275
"3561","2018-09-27",12,135
"3562","2018-09-28",9,135
"3563","2018-09-28",10.5,174
"3564","2018-09-28",12,137
"3565","2018-09-29",10,169
"3566","2018-09-30",8,170
"3567","2018-09-30",9,140
"3568","2018-09-30",9.5,155
"3569","2018-10-01",8.5,169
"3570","2018-10-01",12,129
