"","Date","Size","AVG(Price)"
"1","2017-05-20",8,240
"2","2017-05-20",8.5,220
"3","2017-05-20",9,212.5
"4","2017-05-20",9.5,215.833333333333
"5","2017-05-20",10,216.25
"6","2017-05-20",10.5,210
"7","2017-05-20",11,210.333333333333
"8","2017-05-20",11.5,216.666666666667
"9","2017-05-20",13,202.5
"10","2017-05-21",9,203.75
"11","2017-05-21",9.5,207.5
"12","2017-05-21",10,204.5
"13","2017-05-21",10.5,195
"14","2017-05-21",12,190
"15","2017-05-21",13,210
"16","2017-05-22",7,220
"17","2017-05-22",7.5,212.5
"18","2017-05-22",8.5,259
"19","2017-05-22",9,219
"20","2017-05-22",9.5,207.5
"21","2017-05-22",10,200
"22","2017-05-22",10.5,207.5
"23","2017-05-22",11,185
"24","2017-05-22",12,267
"25","2017-05-23",8,293
"26","2017-05-23",8.5,231.5
"27","2017-05-23",9,243.5
"28","2017-05-23",10,241.5
"29","2017-05-23",10.5,296
"30","2017-05-23",11,296
"31","2017-05-23",11.5,250
"32","2017-05-23",13,239.333333333333
"33","2017-05-24",5.5,267
"34","2017-05-24",9,187.666666666667
"35","2017-05-24",9.5,213
"36","2017-05-24",10,206
"37","2017-05-24",10.5,209
"38","2017-05-24",11,203.333333333333
"39","2017-05-24",12,185
"40","2017-05-25",7.5,210
"41","2017-05-25",8,185
"42","2017-05-25",8.5,191.5
"43","2017-05-25",9,218.5
"44","2017-05-25",9.5,181
"45","2017-05-25",10,177.5
"46","2017-05-25",10.5,195.166666666667
"47","2017-05-25",11,190
"48","2017-05-25",11.5,175
"49","2017-05-25",12,225
"50","2017-05-26",8,181.5
"51","2017-05-26",8.5,180
"52","2017-05-26",9,206.333333333333
"53","2017-05-26",9.5,226
"54","2017-05-26",10,218.5
"55","2017-05-26",10.5,205.25
"56","2017-05-26",11,233
"57","2017-05-26",11.5,293
"58","2017-05-26",12,173
"59","2017-05-26",13,176
"60","2017-05-27",6.5,214
"61","2017-05-27",8,179
"62","2017-05-27",8.5,206
"63","2017-05-27",9.5,220.4
"64","2017-05-27",10,253.5
"65","2017-05-27",10.5,202.5
"66","2017-05-27",12,218.5
"67","2017-05-27",13,177
"68","2017-05-28",5,267
"69","2017-05-28",9,219
"70","2017-05-28",9.5,267
"71","2017-05-28",10,212.5
"72","2017-05-28",10.5,234
"73","2017-05-28",11,204
"74","2017-05-28",11.5,206.333333333333
"75","2017-05-28",12,179
"76","2017-05-28",13,256.333333333333
"77","2017-05-29",7.5,237
"78","2017-05-29",8,209.333333333333
"79","2017-05-29",8.5,202.5
"80","2017-05-29",9,200
"81","2017-05-29",9.5,185
"82","2017-05-29",10,206
"83","2017-05-29",10.5,189.75
"84","2017-05-29",11,229
"85","2017-05-29",12,204.5
"86","2017-05-30",6.5,271
"87","2017-05-30",7.5,222.5
"88","2017-05-30",8,206
"89","2017-05-30",8.5,210.25
"90","2017-05-30",9,187.222222222222
"91","2017-05-30",9.5,210
"92","2017-05-30",10,194.5
"93","2017-05-30",10.5,277
"94","2017-05-30",11,178
"95","2017-05-30",11.5,168.333333333333
"96","2017-05-30",12,185
"97","2017-05-31",4.5,275
"98","2017-05-31",8.5,170
"99","2017-05-31",9.5,171.666666666667
"100","2017-05-31",10,170
"101","2017-05-31",10.5,176.5
"102","2017-05-31",11,250
"103","2017-05-31",11.5,250
"104","2017-05-31",12,252
"105","2017-05-31",13,250
"106","2017-06-01",8,211.75
"107","2017-06-01",8.5,166
"108","2017-06-01",9,181.25
"109","2017-06-01",9.5,201.333333333333
"110","2017-06-01",10,250
"111","2017-06-01",10.5,168.666666666667
"112","2017-06-01",11,230.25
"113","2017-06-01",11.5,205
"114","2017-06-02",6.5,170
"115","2017-06-02",8,216
"116","2017-06-02",8.5,162.5
"117","2017-06-02",9,163.125
"118","2017-06-02",9.5,160.5
"119","2017-06-02",10,177.4
"120","2017-06-02",10.5,163.75
"121","2017-06-02",11,160
"122","2017-06-02",12,160
"123","2017-06-02",13,160
"124","2017-06-03",6,275
"125","2017-06-03",6.5,275
"126","2017-06-03",7,235
"127","2017-06-03",8,176.25
"128","2017-06-03",8.5,162.5
"129","2017-06-03",9,161.666666666667
"130","2017-06-03",9.5,176.5
"131","2017-06-03",10,162.5
"132","2017-06-03",11.5,209.5
"133","2017-06-03",12,236.666666666667
"134","2017-06-03",13,198
"135","2017-06-04",7,275
"136","2017-06-04",7.5,209.5
"137","2017-06-04",8,209
"138","2017-06-04",8.5,217.833333333333
"139","2017-06-04",9,225
"140","2017-06-04",9.5,158.666666666667
"141","2017-06-04",10,175.2
"142","2017-06-04",10.5,162
"143","2017-06-04",11,194
"144","2017-06-04",11.5,183.75
"145","2017-06-04",12.5,150
"146","2017-06-04",13,151
"147","2017-06-05",7,267
"148","2017-06-05",7.5,165.5
"149","2017-06-05",8,160
"150","2017-06-05",8.5,160
"151","2017-06-05",9,207
"152","2017-06-05",9.5,176.8
"153","2017-06-05",10,177
"154","2017-06-05",10.5,165
"155","2017-06-05",11,225
"156","2017-06-05",11.5,165
"157","2017-06-05",12,160
"158","2017-06-05",13,157.5
"159","2017-06-06",6,220
"160","2017-06-06",7.5,160
"161","2017-06-06",8,160
"162","2017-06-06",8.5,160
"163","2017-06-06",9,160
"164","2017-06-06",9.5,175
"165","2017-06-06",10,160
"166","2017-06-06",10.5,171.333333333333
"167","2017-06-06",11,179
"168","2017-06-07",9,160
"169","2017-06-07",9.5,157.333333333333
"170","2017-06-07",10,192.333333333333
"171","2017-06-07",10.5,161.5
"172","2017-06-07",11.5,208.5
"173","2017-06-07",12,165.5
"174","2017-06-08",6,275
"175","2017-06-08",8.5,180.75
"176","2017-06-08",9,159.5
"177","2017-06-08",9.5,162
"178","2017-06-08",10,157.5
"179","2017-06-08",10.5,180
"180","2017-06-08",11,213.5
"181","2017-06-08",11.5,160
"182","2017-06-09",5.5,275
"183","2017-06-09",7,275
"184","2017-06-09",8,153.5
"185","2017-06-09",8.5,247
"186","2017-06-09",9,152.75
"187","2017-06-09",10,150
"188","2017-06-09",10.5,170
"189","2017-06-09",11,160.5
"190","2017-06-09",11.5,160
"191","2017-06-09",12,160
"192","2017-06-09",13,160
"193","2017-06-10",6.5,262.5
"194","2017-06-10",7.5,160
"195","2017-06-10",8,187.5
"196","2017-06-10",8.5,150
"197","2017-06-10",9,150
"198","2017-06-10",9.5,155.625
"199","2017-06-10",10,150
"200","2017-06-10",10.5,170
"201","2017-06-10",11.5,200
"202","2017-06-10",12,153.333333333333
"203","2017-06-11",5,250
"204","2017-06-11",5.5,169
"205","2017-06-11",6.5,226
"206","2017-06-11",7,275
"207","2017-06-11",7.5,138
"208","2017-06-11",8,174.25
"209","2017-06-11",8.5,242
"210","2017-06-11",9,190.666666666667
"211","2017-06-11",9.5,153.333333333333
"212","2017-06-11",10.5,242
"213","2017-06-11",11,170
"214","2017-06-11",13,228.125
"215","2017-06-12",4.5,200
"216","2017-06-12",6,267
"217","2017-06-12",7,200
"218","2017-06-12",7.5,200
"219","2017-06-12",8,218.5
"220","2017-06-12",8.5,187.5
"221","2017-06-12",9,183
"222","2017-06-12",9.5,183.75
"223","2017-06-12",10,175
"224","2017-06-12",10.5,196.8
"225","2017-06-12",11,223.333333333333
"226","2017-06-12",11.5,174.8
"227","2017-06-12",12,187.5
"228","2017-06-12",12.5,200
"229","2017-06-12",13,200
"230","2017-06-13",5.5,200
"231","2017-06-13",6.5,200
"232","2017-06-13",7.5,155
"233","2017-06-13",8,175
"234","2017-06-13",8.5,160
"235","2017-06-13",9,187.5
"236","2017-06-13",9.5,177.444444444444
"237","2017-06-13",10,161.5
"238","2017-06-13",10.5,231
"239","2017-06-13",11.5,171.833333333333
"240","2017-06-13",12,183.333333333333
"241","2017-06-14",4,200
"242","2017-06-14",4.5,246.5
"243","2017-06-14",5.5,200
"244","2017-06-14",6.5,167
"245","2017-06-14",8,166.666666666667
"246","2017-06-14",8.5,200
"247","2017-06-14",9,166.666666666667
"248","2017-06-14",9.5,179.4
"249","2017-06-14",10,190
"250","2017-06-14",10.5,181
"251","2017-06-14",11.5,185
"252","2017-06-14",12,157.5
"253","2017-06-14",13,195.333333333333
"254","2017-06-15",4.5,200
"255","2017-06-15",6.5,200
"256","2017-06-15",7.5,200
"257","2017-06-15",8,150
"258","2017-06-15",8.5,150
"259","2017-06-15",9,186.5
"260","2017-06-15",9.5,198.666666666667
"261","2017-06-15",10,175
"262","2017-06-15",11,175
"263","2017-06-15",11.5,200
"264","2017-06-15",12,199.333333333333
"265","2017-06-15",12.5,175
"266","2017-06-15",13,186.333333333333
"267","2017-06-16",4.5,225
"268","2017-06-16",5,209
"269","2017-06-16",6,200
"270","2017-06-16",7,196.333333333333
"271","2017-06-16",7.5,179.25
"272","2017-06-16",8.5,174.166666666667
"273","2017-06-16",9,161.5
"274","2017-06-16",9.5,173.5
"275","2017-06-16",10,190.222222222222
"276","2017-06-16",10.5,183.333333333333
"277","2017-06-16",11,190.4
"278","2017-06-16",11.5,183.333333333333
"279","2017-06-16",12,200
"280","2017-06-16",12.5,175
"281","2017-06-16",13,180
"282","2017-06-17",6.5,275
"283","2017-06-17",7,200
"284","2017-06-17",7.5,214
"285","2017-06-17",8,175
"286","2017-06-17",8.5,184
"287","2017-06-17",9,173.75
"288","2017-06-17",9.5,212
"289","2017-06-17",10,226
"290","2017-06-17",11,186.5
"291","2017-06-17",12,162
"292","2017-06-18",6,200
"293","2017-06-18",7.5,228.5
"294","2017-06-18",8,175
"295","2017-06-18",8.5,242
"296","2017-06-18",9,200.166666666667
"297","2017-06-18",9.5,199.2
"298","2017-06-18",10,174
"299","2017-06-18",10.5,140
"300","2017-06-18",11,138
"301","2017-06-18",11.5,204
"302","2017-06-18",12.5,175
"303","2017-06-18",13,200
"304","2017-06-19",4.5,200
"305","2017-06-19",5,275
"306","2017-06-19",6.5,200
"307","2017-06-19",7,218
"308","2017-06-19",7.5,142
"309","2017-06-19",8,158
"310","2017-06-19",8.5,150
"311","2017-06-19",9,200.4
"312","2017-06-19",9.5,145.75
"313","2017-06-19",10,149.5
"314","2017-06-19",10.5,157.833333333333
"315","2017-06-19",11,186.666666666667
"316","2017-06-19",12,142
"317","2017-06-19",13,200
"318","2017-06-20",5,150
"319","2017-06-20",6,237.5
"320","2017-06-20",7,200
"321","2017-06-20",7.5,228.5
"322","2017-06-20",8.5,190
"323","2017-06-20",9,146
"324","2017-06-20",9.5,180.4
"325","2017-06-20",10,169.8
"326","2017-06-20",10.5,204.666666666667
"327","2017-06-20",11,231
"328","2017-06-20",11.5,182.5
"329","2017-06-20",12,175
"330","2017-06-21",5,140
"331","2017-06-21",7,170
"332","2017-06-21",7.5,150
"333","2017-06-21",8,196
"334","2017-06-21",8.5,188
"335","2017-06-21",9,175
"336","2017-06-21",9.5,242
"337","2017-06-21",10,212
"338","2017-06-21",10.5,203.5
"339","2017-06-21",11,167.5
"340","2017-06-21",11.5,160
"341","2017-06-21",12,150
"342","2017-06-21",13,159
"343","2017-06-22",5.5,275
"344","2017-06-22",7.5,168
"345","2017-06-22",8,200
"346","2017-06-22",8.5,225
"347","2017-06-22",9,181.25
"348","2017-06-22",9.5,213.5
"349","2017-06-22",10,156.333333333333
"350","2017-06-22",10.5,200
"351","2017-06-22",11,143
"352","2017-06-22",11.5,164
"353","2017-06-22",12,155.333333333333
"354","2017-06-22",12.5,208.5
"355","2017-06-22",13,200
"356","2017-06-23",6.5,152
"357","2017-06-23",8,175
"358","2017-06-23",8.5,197
"359","2017-06-23",9,165
"360","2017-06-23",9.5,161.666666666667
"361","2017-06-23",10.5,208.5
"362","2017-06-23",11,161.666666666667
"363","2017-06-23",11.5,140
"364","2017-06-24",6,200
"365","2017-06-24",8,175
"366","2017-06-24",8.5,175
"367","2017-06-24",9.5,164.4
"368","2017-06-24",10,175
"369","2017-06-24",10.5,193.5
"370","2017-06-24",11,165
"371","2017-06-24",11.5,160
"372","2017-06-24",12,157.5
"373","2017-06-24",12.5,140
"374","2017-06-25",4.5,225
"375","2017-06-25",5.5,200
"376","2017-06-25",6,200
"377","2017-06-25",6.5,200
"378","2017-06-25",7,200
"379","2017-06-25",7.5,155
"380","2017-06-25",8,175
"381","2017-06-25",8.5,172.75
"382","2017-06-25",9,175
"383","2017-06-25",9.5,166.5
"384","2017-06-25",10,183.25
"385","2017-06-25",10.5,191
"386","2017-06-25",11,192
"387","2017-06-25",12.5,200
"388","2017-06-25",13,167.5
"389","2017-06-26",6,277
"390","2017-06-26",6.5,262
"391","2017-06-26",7.5,216
"392","2017-06-26",8.5,200
"393","2017-06-26",9,168
"394","2017-06-26",9.5,200
"395","2017-06-26",10,155
"396","2017-06-26",10.5,175
"397","2017-06-26",11,200
"398","2017-06-26",12.5,154.5
"399","2017-06-26",13,200
"400","2017-06-27",4.5,210
"401","2017-06-27",5,170
"402","2017-06-27",7,200
"403","2017-06-27",7.5,225
"404","2017-06-27",8,150
"405","2017-06-27",8.5,195.75
"406","2017-06-27",9,180.333333333333
"407","2017-06-27",9.5,175.2
"408","2017-06-27",10,195.75
"409","2017-06-27",10.5,175
"410","2017-06-27",11.5,164
"411","2017-06-27",13,200
"412","2017-06-28",5,221
"413","2017-06-28",6,200
"414","2017-06-28",6.5,200
"415","2017-06-28",7,170
"416","2017-06-28",8,177.5
"417","2017-06-28",8.5,169.333333333333
"418","2017-06-28",9,184.571428571429
"419","2017-06-28",9.5,186.666666666667
"420","2017-06-28",10,183.333333333333
"421","2017-06-28",10.5,166
"422","2017-06-28",11,168
"423","2017-06-28",11.5,181.5
"424","2017-06-28",12,150
"425","2017-06-28",12.5,197.5
"426","2017-06-29",5,190
"427","2017-06-29",5.5,275
"428","2017-06-29",6.5,200
"429","2017-06-29",7.5,158
"430","2017-06-29",8,147.5
"431","2017-06-29",8.5,182.666666666667
"432","2017-06-29",9,148
"433","2017-06-29",9.5,175.5
"434","2017-06-29",10,186
"435","2017-06-29",10.5,172.333333333333
"436","2017-06-29",11,159
"437","2017-06-29",11.5,175
"438","2017-06-29",12,212.5
"439","2017-06-29",13,145
"440","2017-06-30",7.5,212
"441","2017-06-30",8,158
"442","2017-06-30",8.5,186
"443","2017-06-30",9,177.5
"444","2017-06-30",9.5,197.333333333333
"445","2017-06-30",10,185.333333333333
"446","2017-06-30",10.5,192.2
"447","2017-06-30",11,192.666666666667
"448","2017-06-30",11.5,188
"449","2017-06-30",12,168
"450","2017-06-30",12.5,175
"451","2017-07-01",6,175
"452","2017-07-01",7,200
"453","2017-07-01",8,146
"454","2017-07-01",8.5,159
"455","2017-07-01",9,154
"456","2017-07-01",9.5,157
"457","2017-07-01",10,169.333333333333
"458","2017-07-01",10.5,170
"459","2017-07-01",11,175
"460","2017-07-02",5.5,160
"461","2017-07-02",7.5,140
"462","2017-07-02",8,200
"463","2017-07-02",8.5,200
"464","2017-07-02",9,186.5
"465","2017-07-02",9.5,172
"466","2017-07-02",10,150.5
"467","2017-07-02",10.5,150
"468","2017-07-02",12.5,200
"469","2017-07-03",6,200
"470","2017-07-03",6.5,164
"471","2017-07-03",7,200
"472","2017-07-03",7.5,200
"473","2017-07-03",8.5,185.75
"474","2017-07-03",9,206.8
"475","2017-07-03",9.5,181
"476","2017-07-03",10.5,178.5
"477","2017-07-03",11,200
"478","2017-07-03",11.5,175
"479","2017-07-03",12,195.333333333333
"480","2017-07-03",13,212.666666666667
"481","2017-07-04",9,155
"482","2017-07-04",9.5,203.333333333333
"483","2017-07-04",10,200
"484","2017-07-04",10.5,175
"485","2017-07-04",11,250
"486","2017-07-04",11.5,166.666666666667
"487","2017-07-04",12,200
"488","2017-07-05",7,257
"489","2017-07-05",7.5,231
"490","2017-07-05",8.5,191
"491","2017-07-05",9,209.5
"492","2017-07-05",9.5,208
"493","2017-07-05",10,178.666666666667
"494","2017-07-05",10.5,220.5
"495","2017-07-05",11,191
"496","2017-07-06",6.5,200
"497","2017-07-06",8,200
"498","2017-07-06",8.5,170.5
"499","2017-07-06",9,183.5
"500","2017-07-06",10,174.333333333333
"501","2017-07-06",10.5,170.5
"502","2017-07-06",11,242
"503","2017-07-06",11.5,182.5
"504","2017-07-06",12,174.5
"505","2017-07-06",12.5,200
"506","2017-07-06",13,160
"507","2017-07-07",8,175
"508","2017-07-07",8.5,185
"509","2017-07-07",9,183
"510","2017-07-07",9.5,203
"511","2017-07-07",10,186
"512","2017-07-07",10.5,180.333333333333
"513","2017-07-07",11,225
"514","2017-07-07",11.5,200
"515","2017-07-07",12,231
"516","2017-07-07",13,200
"517","2017-07-08",5.5,257
"518","2017-07-08",6.5,200
"519","2017-07-08",7,200
"520","2017-07-08",8,200
"521","2017-07-08",8.5,236
"522","2017-07-08",9,179.5
"523","2017-07-08",10,179
"524","2017-07-08",10.5,165
"525","2017-07-08",11,178
"526","2017-07-08",11.5,191.5
"527","2017-07-08",12,159
"528","2017-07-08",12.5,200
"529","2017-07-09",6,257
"530","2017-07-09",7.5,185.666666666667
"531","2017-07-09",8,190
"532","2017-07-09",9.5,200
"533","2017-07-09",10,172
"534","2017-07-09",11.5,200
"535","2017-07-09",13,200
"536","2017-07-10",5.5,221
"537","2017-07-10",7,200
"538","2017-07-10",8,195.5
"539","2017-07-10",8.5,177.333333333333
"540","2017-07-10",9,182.666666666667
"541","2017-07-10",10,213
"542","2017-07-10",11,150
"543","2017-07-10",11.5,201
"544","2017-07-10",12,218
"545","2017-07-11",5,250
"546","2017-07-11",7.5,275
"547","2017-07-11",8,155
"548","2017-07-11",8.5,180
"549","2017-07-11",9,174
"550","2017-07-11",9.5,160
"551","2017-07-11",10,201.833333333333
"552","2017-07-11",10.5,160
"553","2017-07-11",11.5,181.666666666667
"554","2017-07-11",12,165
"555","2017-07-11",12.5,275
"556","2017-07-11",13,169
"557","2017-07-11",14,160
"558","2017-07-12",4.5,282
"559","2017-07-12",7,200
"560","2017-07-12",8,159
"561","2017-07-12",8.5,167.75
"562","2017-07-12",9,188
"563","2017-07-12",9.5,186.2
"564","2017-07-12",10,145
"565","2017-07-12",10.5,149.5
"566","2017-07-12",11,179
"567","2017-07-12",11.5,197
"568","2017-07-12",12,165
"569","2017-07-12",12.5,200
"570","2017-07-12",13,242
"571","2017-07-13",5,170
"572","2017-07-13",7.5,191
"573","2017-07-13",8,191
"574","2017-07-13",9.5,185
"575","2017-07-13",10.5,153.25
"576","2017-07-13",11,167
"577","2017-07-13",12,164
"578","2017-07-13",13,161.666666666667
"579","2017-07-14",6,200
"580","2017-07-14",6.5,200
"581","2017-07-14",8,200
"582","2017-07-14",9,211.666666666667
"583","2017-07-14",9.5,225
"584","2017-07-14",10,217.5
"585","2017-07-14",10.5,170
"586","2017-07-14",11,225
"587","2017-07-14",11.5,182.5
"588","2017-07-15",5.5,250
"589","2017-07-15",6,253
"590","2017-07-15",6.5,200
"591","2017-07-15",7.5,200
"592","2017-07-15",8,174.5
"593","2017-07-15",8.5,180
"594","2017-07-15",9.5,194.5
"595","2017-07-15",10,221
"596","2017-07-15",10.5,192.166666666667
"597","2017-07-15",11,225
"598","2017-07-15",12.5,175
"599","2017-07-16",7,195.5
"600","2017-07-16",8,150
"601","2017-07-16",8.5,151
"602","2017-07-16",9,154.5
"603","2017-07-16",9.5,159
"604","2017-07-16",10,158
"605","2017-07-16",10.5,208
"606","2017-07-16",11,165
"607","2017-07-16",11.5,186.666666666667
"608","2017-07-16",12,176
"609","2017-07-16",13,170
"610","2017-07-17",4,277
"611","2017-07-17",4.5,267
"612","2017-07-17",7,226.5
"613","2017-07-17",8,191
"614","2017-07-17",9,182
"615","2017-07-17",10,190.166666666667
"616","2017-07-17",10.5,172.5
"617","2017-07-17",11,159.5
"618","2017-07-17",11.5,174.4
"619","2017-07-17",12,155
"620","2017-07-17",12.5,159
"621","2017-07-18",4,250
"622","2017-07-18",6.5,180
"623","2017-07-18",7.5,188.5
"624","2017-07-18",8,242
"625","2017-07-18",8.5,176.333333333333
"626","2017-07-18",9,174.5
"627","2017-07-18",9.5,193
"628","2017-07-18",10,164.5
"629","2017-07-18",11,208.5
"630","2017-07-18",12,173
"631","2017-07-18",12.5,175
"632","2017-07-18",13,148.5
"633","2017-07-19",4,277
"634","2017-07-19",5.5,175
"635","2017-07-19",6.5,170
"636","2017-07-19",7,187
"637","2017-07-19",7.5,144.333333333333
"638","2017-07-19",8,149
"639","2017-07-19",9,160
"640","2017-07-19",9.5,151
"641","2017-07-19",10,210.666666666667
"642","2017-07-19",10.5,153.5
"643","2017-07-19",11,162.5
"644","2017-07-19",11.5,155
"645","2017-07-19",12,169
"646","2017-07-19",13,156.5
"647","2017-07-20",5,221
"648","2017-07-20",5.5,250
"649","2017-07-20",7.5,175
"650","2017-07-20",8,139.5
"651","2017-07-20",9,149.666666666667
"652","2017-07-20",9.5,198.666666666667
"653","2017-07-20",10.5,156
"654","2017-07-20",11,205
"655","2017-07-20",12,180
"656","2017-07-20",12.5,191
"657","2017-07-20",13,175
"658","2017-07-21",4.5,250
"659","2017-07-21",5,180.5
"660","2017-07-21",6.5,200
"661","2017-07-21",7.5,149
"662","2017-07-21",8,200
"663","2017-07-21",8.5,159.5
"664","2017-07-21",9,175
"665","2017-07-21",9.5,195
"666","2017-07-21",10,162.5
"667","2017-07-21",10.5,187.5
"668","2017-07-21",11,171.666666666667
"669","2017-07-21",11.5,175
"670","2017-07-21",12,160
"671","2017-07-21",12.5,170
"672","2017-07-21",13,148
"673","2017-07-22",4.5,250
"674","2017-07-22",5.5,160
"675","2017-07-22",6.5,250
"676","2017-07-22",7,175
"677","2017-07-22",8.5,193
"678","2017-07-22",9,181.666666666667
"679","2017-07-22",9.5,231
"680","2017-07-22",10,188.5
"681","2017-07-22",10.5,200
"682","2017-07-22",11,170
"683","2017-07-22",11.5,172.5
"684","2017-07-23",5,175
"685","2017-07-23",6,150
"686","2017-07-23",7.5,175
"687","2017-07-23",8,167
"688","2017-07-23",8.5,156
"689","2017-07-23",9,145
"690","2017-07-23",9.5,164.666666666667
"691","2017-07-23",10,225
"692","2017-07-23",10.5,179.75
"693","2017-07-23",11,170
"694","2017-07-23",11.5,185.5
"695","2017-07-23",12,200
"696","2017-07-23",12.5,175
"697","2017-07-23",13,200
"698","2017-07-24",6.5,165
"699","2017-07-24",7.5,150
"700","2017-07-24",8,177.5
"701","2017-07-24",8.5,167.5
"702","2017-07-24",9,200
"703","2017-07-24",9.5,225
"704","2017-07-24",10,225
"705","2017-07-24",10.5,172
"706","2017-07-24",11.5,178
"707","2017-07-24",12,155
"708","2017-07-25",5.5,225
"709","2017-07-25",6.5,275
"710","2017-07-25",7.5,188
"711","2017-07-25",8,200
"712","2017-07-25",8.5,166.666666666667
"713","2017-07-25",9,191.8
"714","2017-07-25",9.5,140
"715","2017-07-25",10,199.666666666667
"716","2017-07-25",10.5,175
"717","2017-07-25",11,225
"718","2017-07-25",11.5,200
"719","2017-07-25",12.5,200
"720","2017-07-25",13,200.75
"721","2017-07-26",7.5,183
"722","2017-07-26",8,159.666666666667
"723","2017-07-26",8.5,226
"724","2017-07-26",9,162.5
"725","2017-07-26",9.5,183
"726","2017-07-26",10,225
"727","2017-07-26",10.5,275
"728","2017-07-26",11,161.666666666667
"729","2017-07-26",11.5,200
"730","2017-07-27",5.5,250
"731","2017-07-27",8,167.75
"732","2017-07-27",8.5,181.166666666667
"733","2017-07-27",9.5,212
"734","2017-07-27",10,140
"735","2017-07-27",11,203.75
"736","2017-07-27",11.5,200
"737","2017-07-27",12,172.5
"738","2017-07-27",12.5,200
"739","2017-07-27",13,200
"740","2017-07-28",8,200
"741","2017-07-28",8.5,175
"742","2017-07-28",9,175
"743","2017-07-28",9.5,231
"744","2017-07-28",10,207.333333333333
"745","2017-07-28",10.5,195
"746","2017-07-28",11,242
"747","2017-07-28",11.5,187.5
"748","2017-07-29",4.5,293
"749","2017-07-29",7.5,125
"750","2017-07-29",8,125
"751","2017-07-29",8.5,163.666666666667
"752","2017-07-29",9,156.25
"753","2017-07-29",9.5,150
"754","2017-07-29",10,212.5
"755","2017-07-29",10.5,174
"756","2017-07-29",12,200
"757","2017-07-29",13,242
"758","2017-07-30",4,155
"759","2017-07-30",5,160
"760","2017-07-30",5.5,155
"761","2017-07-30",6,160
"762","2017-07-30",7,150
"763","2017-07-30",7.5,150
"764","2017-07-30",8,170
"765","2017-07-30",8.5,179
"766","2017-07-30",9,178
"767","2017-07-30",9.5,169.5
"768","2017-07-30",10,174.75
"769","2017-07-30",10.5,194.333333333333
"770","2017-07-30",11,175
"771","2017-07-30",11.5,200
"772","2017-07-31",6,200
"773","2017-07-31",7,190.25
"774","2017-07-31",7.5,213
"775","2017-07-31",8,200
"776","2017-07-31",8.5,161.5
"777","2017-07-31",9,158.6
"778","2017-07-31",9.5,174
"779","2017-07-31",10,185
"780","2017-07-31",10.5,193.333333333333
"781","2017-07-31",11.5,200
"782","2017-07-31",12,212.5
"783","2017-07-31",13,178.333333333333
"784","2017-08-01",6.5,236
"785","2017-08-01",7,185
"786","2017-08-01",7.5,107
"787","2017-08-01",8,183.8
"788","2017-08-01",8.5,168
"789","2017-08-01",9,212.5
"790","2017-08-01",9.5,187.5
"791","2017-08-01",10,175
"792","2017-08-01",10.5,170
"793","2017-08-01",11,158.5
"794","2017-08-01",11.5,200.5
"795","2017-08-01",12,185
"796","2017-08-01",12.5,200
"797","2017-08-02",5.5,250
"798","2017-08-02",6.5,200
"799","2017-08-02",7,213.5
"800","2017-08-02",7.5,175
"801","2017-08-02",8,200
"802","2017-08-02",8.5,200.5
"803","2017-08-02",9,178.6
"804","2017-08-02",9.5,185.666666666667
"805","2017-08-02",10,231
"806","2017-08-02",10.5,175
"807","2017-08-02",11,184.25
"808","2017-08-02",11.5,163.333333333333
"809","2017-08-02",12.5,225
"810","2017-08-03",5,277
"811","2017-08-03",7.5,162.5
"812","2017-08-03",8,200
"813","2017-08-03",8.5,150
"814","2017-08-03",9,198.75
"815","2017-08-03",9.5,146
"816","2017-08-03",10,151.5
"817","2017-08-03",10.5,192.25
"818","2017-08-03",11,225
"819","2017-08-03",11.5,191.666666666667
"820","2017-08-03",12,231
"821","2017-08-03",13,200
"822","2017-08-04",5.5,160
"823","2017-08-04",7.5,236
"824","2017-08-04",8,203.666666666667
"825","2017-08-04",8.5,180
"826","2017-08-04",9,188.666666666667
"827","2017-08-04",9.5,187.333333333333
"828","2017-08-04",10.5,180
"829","2017-08-04",11,199
"830","2017-08-04",11.5,190.333333333333
"831","2017-08-04",13,200
"832","2017-08-05",8.5,149
"833","2017-08-05",9,183.333333333333
"834","2017-08-05",9.5,159
"835","2017-08-05",10,191.666666666667
"836","2017-08-05",10.5,188.666666666667
"837","2017-08-05",11,200
"838","2017-08-05",11.5,165
"839","2017-08-05",12,225
"840","2017-08-05",13,193.666666666667
"841","2017-08-06",6,160
"842","2017-08-06",6.5,200
"843","2017-08-06",8.5,175
"844","2017-08-06",9.5,187.25
"845","2017-08-06",10,225
"846","2017-08-06",10.5,199.75
"847","2017-08-06",11,207.5
"848","2017-08-06",11.5,200.5
"849","2017-08-06",12.5,200
"850","2017-08-06",13,200
"851","2017-08-07",6.5,200
"852","2017-08-07",8,145
"853","2017-08-07",8.5,200
"854","2017-08-07",9,180.2
"855","2017-08-07",10,188
"856","2017-08-07",10.5,200
"857","2017-08-07",11,225
"858","2017-08-07",11.5,200
"859","2017-08-07",13,191.25
"860","2017-08-08",5.5,198
"861","2017-08-08",7,150.333333333333
"862","2017-08-08",7.5,170
"863","2017-08-08",8,153
"864","2017-08-08",8.5,179.25
"865","2017-08-08",9.5,188.6
"866","2017-08-08",10,203.666666666667
"867","2017-08-08",10.5,182.333333333333
"868","2017-08-08",11,206.25
"869","2017-08-08",11.5,175.5
"870","2017-08-08",12,160
"871","2017-08-08",13,170
